transaction_id,timestamp,customer_id,product_id,product_category,price,quantity,payment_method,store_location
NEW0025,2025-02-12T03:56:25.080712,C9633,P826,Sports,62.02,1,Cash,Chicago
NEW0026,2025-02-12T03:55:41.080712,C9648,P724,Books,354.73,2,Mobile Payment,Phoenix
NEW0027,2025-02-12T03:58:55.080712,C3710,P960,Home & Kitchen,470.13,5,Mobile Payment,Los Angeles
NEW0028,2025-02-12T03:56:55.080712,C9392,P159,Clothing,217.22,2,Debit Card,Houston
NEW0029,2025-02-12T03:58:26.080712,C4226,P166,Clothing,412.33,5,Gift Card,New York
NEW0030,2025-02-12T04:00:15.080712,C9564,P961,Clothing,306.1,5,Cash,Los Angeles
NEW0031,2025-02-12T03:59:21.080712,C7869,P246,Clothing,355.44,1,Gift Card,Phoenix
NEW0032,2025-02-12T03:56:13.080712,C7750,P689,Home & Kitchen,216.79,2,Credit Card,Houston
NEW0033,2025-02-12T03:59:23.080712,C7316,P360,Home & Kitchen,440.85,3,Gift Card,New York
NEW0034,2025-02-12T03:56:39.080712,C7395,P272,Clothing,263.32,1,Mobile Payment,Phoenix
NEW0035,2025-02-12T03:57:14.080712,C6105,P907,Sports,5.15,5,Mobile Payment,New York
NEW0036,2025-02-12T03:59:25.080712,C4629,P870,Clothing,143.17,5,Credit Card,San Francisco
NEW0037,2025-02-12T03:57:25.080712,C4277,P105,Clothing,96.59,4,Mobile Payment,San Francisco
NEW0038,2025-02-12T03:56:28.080712,C6456,P466,Sports,85.94,4,Cash,Houston
NEW0039,2025-02-12T03:58:15.080712,C4436,P471,Books,498.18,3,Credit Card,Chicago
NEW0040,2025-02-12T03:57:15.080712,C4878,P764,Home & Kitchen,125.4,1,Mobile Payment,San Francisco
NEW0041,2025-02-12T03:58:03.080712,C2607,P859,Home & Kitchen,218.37,1,Cash,Phoenix
NEW0042,2025-02-12T03:59:48.080712,C1769,P874,Books,428.31,1,Debit Card,New York
NEW0043,2025-02-12T03:57:45.080712,C6796,P452,Books,277.89,2,Cash,Chicago
NEW0044,2025-02-12T03:58:23.080712,C8201,P955,Toys,299.35,2,Credit Card,Phoenix
NEW0045,2025-02-12T03:58:46.080712,C4153,P375,Books,81.07,2,Mobile Payment,Houston
NEW0046,2025-02-12T03:59:45.080712,C9539,P569,Sports,181.09,5,Credit Card,Phoenix
NEW0047,2025-02-12T03:56:24.080712,C5044,P254,Home & Kitchen,273.2,3,Gift Card,San Francisco
NEW0048,2025-02-12T03:56:41.080712,C7320,P835,Clothing,446.4,4,Credit Card,New York
NEW0049,2025-02-12T03:56:26.080712,C1115,P985,Books,51.03,4,Debit Card,San Francisco
NEW0050,2025-02-12T03:59:46.080712,C3140,P918,Sports,340.83,3,Mobile Payment,Chicago
NEW0051,2025-02-12T03:56:59.080712,C4358,P520,Books,426.45,1,Debit Card,Phoenix
NEW0052,2025-02-12T03:56:48.080712,C8683,P395,Toys,297.56,1,Credit Card,Chicago
NEW0053,2025-02-12T03:55:36.080712,C9712,P116,Clothing,234.78,5,Debit Card,Los Angeles
NEW0054,2025-02-12T03:57:22.080712,C7274,P562,Home & Kitchen,314.22,4,Cash,Phoenix
NEW0055,2025-02-12T03:59:30.080712,C5316,P515,Home & Kitchen,162.93,4,Debit Card,New York
NEW0056,2025-02-12T03:58:24.080712,C4252,P112,Electronics,478.45,2,Mobile Payment,Los Angeles
NEW0057,2025-02-12T03:59:09.080712,C3263,P985,Sports,137.94,2,Credit Card,Los Angeles
NEW0058,2025-02-12T03:55:54.080712,C3658,P102,Clothing,187.42,4,Debit Card,New York
NEW0059,2025-02-12T03:58:13.080712,C6219,P661,Home & Kitchen,99.4,2,Credit Card,Chicago
NEW0060,2025-02-12T03:56:28.080712,C4596,P273,Books,140.3,5,Debit Card,Los Angeles
NEW0061,2025-02-12T03:56:54.080712,C1117,P873,Sports,495.51,2,Cash,San Francisco
NEW0062,2025-02-12T03:58:21.080712,C5498,P898,Clothing,453.34,2,Credit Card,Los Angeles
NEW0063,2025-02-12T03:58:18.080712,C6493,P545,Toys,145.13,5,Gift Card,Phoenix
NEW0064,2025-02-12T04:00:00.080712,C2542,P786,Toys,496.81,4,Credit Card,New York
NEW0065,2025-02-12T03:58:37.080712,C6052,P693,Home & Kitchen,276.23,4,Debit Card,Phoenix
NEW0066,2025-02-12T03:55:58.080712,C6993,P684,Home & Kitchen,468.78,3,Gift Card,Los Angeles
NEW0067,2025-02-12T03:56:38.080712,C4857,P586,Home & Kitchen,327.16,1,Cash,New York
NEW0068,2025-02-12T03:59:40.080712,C3218,P285,Electronics,308.96,5,Mobile Payment,Phoenix
NEW0069,2025-02-12T03:59:47.080712,C6733,P113,Toys,381.34,1,Debit Card,New York
NEW0070,2025-02-12T03:56:33.080712,C7841,P732,Sports,315.63,4,Gift Card,Chicago
NEW0071,2025-02-12T03:55:50.080712,C3147,P611,Electronics,203.05,5,Credit Card,Los Angeles
NEW0072,2025-02-12T04:00:10.080712,C5329,P109,Toys,356.19,2,Debit Card,Phoenix
NEW0073,2025-02-12T03:56:41.080712,C6498,P908,Clothing,336.49,4,Credit Card,Chicago
NEW0074,2025-02-12T03:57:42.080712,C6607,P273,Clothing,278.45,1,Credit Card,Phoenix
NEW0075,2025-02-12T03:55:50.080712,C1879,P230,Home & Kitchen,264.38,1,Gift Card,Los Angeles
NEW0076,2025-02-12T03:58:20.080712,C6393,P156,Sports,156.69,1,Credit Card,New York
NEW0077,2025-02-12T03:58:04.080712,C1075,P104,Toys,491.06,3,Cash,New York
NEW0078,2025-02-12T03:58:33.080712,C8264,P294,Books,345.92,2,Debit Card,Los Angeles
NEW0079,2025-02-12T03:57:45.080712,C6629,P492,Electronics,338.7,1,Gift Card,Chicago
NEW0080,2025-02-12T03:57:45.080712,C1759,P367,Sports,106.26,5,Credit Card,New York
NEW0081,2025-02-12T03:57:30.080712,C2740,P637,Electronics,392.66,3,Credit Card,Chicago
NEW0082,2025-02-12T03:57:32.080712,C4145,P577,Books,379.23,4,Credit Card,Los Angeles
NEW0083,2025-02-12T03:58:05.080712,C8645,P997,Sports,421.98,5,Debit Card,Chicago
NEW0084,2025-02-12T03:59:48.080712,C3364,P554,Clothing,475.98,4,Gift Card,Los Angeles
NEW0085,2025-02-12T03:58:09.080712,C2036,P610,Electronics,58.39,4,Cash,San Francisco
NEW0086,2025-02-12T03:57:19.080712,C5955,P908,Toys,279.73,5,Mobile Payment,Chicago
NEW0087,2025-02-12T04:00:12.080712,C2597,P399,Home & Kitchen,155.85,4,Debit Card,Phoenix
NEW0088,2025-02-12T03:57:14.080712,C2743,P353,Home & Kitchen,128.87,3,Cash,San Francisco
NEW0089,2025-02-12T03:59:26.080712,C5062,P102,Electronics,228.98,3,Gift Card,New York
NEW0090,2025-02-12T03:58:14.080712,C7877,P778,Books,159.42,3,Debit Card,Phoenix
NEW0091,2025-02-12T03:59:05.080712,C9659,P501,Toys,319.23,5,Mobile Payment,New York
NEW0092,2025-02-12T03:59:54.080712,C2847,P901,Books,155.69,1,Cash,San Francisco
NEW0093,2025-02-12T04:00:05.080712,C5873,P681,Electronics,33.58,5,Credit Card,New York
NEW0094,2025-02-12T03:56:19.080712,C6561,P361,Toys,74.65,4,Credit Card,San Francisco
NEW0095,2025-02-12T03:59:55.080712,C2605,P575,Home & Kitchen,56.14,2,Mobile Payment,New York
NEW0096,2025-02-12T03:57:09.080712,C9183,P714,Toys,20.91,4,Cash,New York
NEW0097,2025-02-12T03:56:36.080712,C5061,P303,Electronics,261.18,3,Gift Card,New York
NEW0098,2025-02-12T03:57:55.080712,C7979,P761,Books,360.99,3,Mobile Payment,Los Angeles
NEW0099,2025-02-12T03:59:46.080712,C8178,P367,Electronics,322.72,5,Gift Card,New York
NEW0100,2025-02-12T03:55:32.080712,C9815,P867,Electronics,378.52,5,Debit Card,New York
NEW0101,2025-02-12T03:57:06.080712,C6620,P463,Books,154.5,1,Debit Card,Houston
NEW0102,2025-02-12T03:57:59.080712,C8902,P176,Books,273.59,3,Cash,San Francisco
NEW0103,2025-02-12T03:55:46.080712,C8653,P419,Toys,357.01,3,Credit Card,Houston
NEW0104,2025-02-12T03:55:53.080712,C4734,P200,Sports,331.71,3,Mobile Payment,Phoenix
NEW0105,2025-02-12T03:58:30.080712,C7658,P801,Books,432.15,4,Credit Card,Los Angeles
NEW0106,2025-02-12T03:59:17.080712,C5824,P915,Electronics,478.18,5,Credit Card,New York
NEW0107,2025-02-12T03:56:33.080712,C6356,P522,Electronics,75.0,5,Credit Card,New York
NEW0108,2025-02-12T03:55:51.080712,C3528,P378,Electronics,354.46,1,Debit Card,Chicago
NEW0109,2025-02-12T03:57:19.080712,C9334,P515,Books,326.34,2,Mobile Payment,Houston
NEW0110,2025-02-12T03:58:07.080712,C6980,P173,Home & Kitchen,407.19,3,Cash,Los Angeles
NEW0111,2025-02-12T03:56:38.080712,C4450,P705,Toys,206.21,4,Debit Card,Chicago
NEW0112,2025-02-12T03:58:52.080712,C1894,P778,Electronics,473.05,5,Cash,Los Angeles
NEW0113,2025-02-12T03:57:50.080712,C9305,P294,Electronics,445.78,2,Debit Card,New York
NEW0114,2025-02-12T03:55:39.080712,C5904,P802,Home & Kitchen,12.84,2,Debit Card,San Francisco
NEW0115,2025-02-12T03:59:36.080712,C6847,P869,Books,228.58,2,Gift Card,Houston
NEW0116,2025-02-12T03:58:34.080712,C3553,P344,Clothing,385.63,4,Mobile Payment,San Francisco
NEW0117,2025-02-12T03:56:51.080712,C8024,P388,Electronics,415.98,4,Debit Card,Chicago
NEW0118,2025-02-12T03:56:22.080712,C3312,P797,Clothing,370.52,3,Gift Card,San Francisco
NEW0119,2025-02-12T03:58:27.080712,C8922,P813,Electronics,99.84,5,Gift Card,New York
NEW0120,2025-02-12T03:57:42.080712,C6079,P691,Clothing,374.49,4,Cash,Phoenix
NEW0121,2025-02-12T03:56:02.080712,C8299,P586,Clothing,484.04,4,Mobile Payment,Phoenix
NEW0122,2025-02-12T03:57:20.080712,C1057,P599,Books,68.69,3,Gift Card,Chicago
NEW0123,2025-02-12T03:56:56.080712,C6774,P399,Toys,298.09,4,Debit Card,Phoenix
NEW0124,2025-02-12T03:56:31.080712,C9551,P502,Electronics,212.37,2,Cash,Houston
NEW0125,2025-02-12T03:59:42.080712,C6429,P955,Electronics,370.37,4,Cash,New York
NEW0126,2025-02-12T03:59:24.080712,C1932,P654,Books,285.08,2,Gift Card,Los Angeles
NEW0127,2025-02-12T03:58:00.080712,C2989,P975,Clothing,228.45,5,Mobile Payment,Houston
NEW0128,2025-02-12T03:56:46.080712,C8045,P631,Sports,334.86,4,Cash,San Francisco
NEW0129,2025-02-12T03:56:59.080712,C7566,P335,Toys,180.3,2,Credit Card,New York
NEW0130,2025-02-12T04:00:22.080712,C7915,P647,Sports,96.68,1,Cash,Los Angeles
NEW0131,2025-02-12T03:56:09.080712,C4094,P913,Toys,420.06,3,Debit Card,New York
NEW0132,2025-02-12T03:57:32.080712,C1935,P639,Books,384.32,2,Mobile Payment,Chicago
NEW0133,2025-02-12T03:59:10.080712,C6598,P768,Sports,424.99,2,Cash,San Francisco
NEW0134,2025-02-12T03:57:52.080712,C7119,P869,Clothing,205.02,4,Cash,San Francisco
NEW0135,2025-02-12T03:55:46.080712,C6177,P415,Clothing,281.44,1,Mobile Payment,San Francisco
NEW0136,2025-02-12T03:57:19.080712,C1944,P560,Sports,154.86,3,Gift Card,San Francisco
NEW0137,2025-02-12T03:57:06.080712,C5659,P561,Sports,134.33,5,Credit Card,Phoenix
NEW0138,2025-02-12T03:55:52.080712,C7703,P660,Home & Kitchen,385.73,2,Gift Card,Los Angeles
NEW0139,2025-02-12T03:57:55.080712,C7030,P600,Toys,116.5,4,Mobile Payment,San Francisco
NEW0140,2025-02-12T03:58:04.080712,C7066,P928,Electronics,438.81,2,Debit Card,San Francisco
NEW0141,2025-02-12T03:56:52.080712,C8336,P408,Toys,458.75,1,Gift Card,New York
NEW0142,2025-02-12T03:59:54.080712,C4495,P527,Sports,203.86,3,Debit Card,Chicago
NEW0143,2025-02-12T03:56:18.080712,C8915,P897,Books,249.15,3,Credit Card,Los Angeles
NEW0144,2025-02-12T03:58:24.080712,C4081,P533,Electronics,455.93,3,Credit Card,Phoenix
NEW0145,2025-02-12T03:56:22.080712,C4285,P776,Home & Kitchen,204.9,4,Credit Card,New York
NEW0146,2025-02-12T03:58:23.080712,C3821,P254,Toys,63.71,4,Credit Card,San Francisco
NEW0147,2025-02-12T03:57:57.080712,C3002,P156,Books,27.69,3,Gift Card,Phoenix
NEW0148,2025-02-12T03:58:22.080712,C7525,P401,Clothing,132.5,1,Gift Card,San Francisco
NEW0149,2025-02-12T03:58:40.080712,C3193,P256,Sports,493.89,4,Debit Card,Phoenix
NEW0150,2025-02-12T03:59:44.080712,C5052,P642,Electronics,492.25,5,Credit Card,Phoenix
NEW0151,2025-02-12T04:00:04.080712,C5237,P761,Clothing,161.22,5,Mobile Payment,San Francisco
NEW0152,2025-02-12T04:00:21.080712,C3929,P544,Books,122.63,1,Mobile Payment,Houston
NEW0153,2025-02-12T03:57:32.080712,C7005,P735,Electronics,332.37,3,Mobile Payment,Phoenix
NEW0154,2025-02-12T03:59:48.080712,C3282,P629,Books,446.81,4,Gift Card,Phoenix
NEW0155,2025-02-12T03:56:04.080712,C6368,P618,Books,470.25,2,Mobile Payment,Los Angeles
NEW0156,2025-02-12T03:57:27.080712,C5306,P693,Home & Kitchen,264.86,2,Cash,San Francisco
NEW0157,2025-02-12T03:56:57.080712,C4808,P210,Home & Kitchen,213.67,2,Cash,San Francisco
NEW0158,2025-02-12T03:59:51.080712,C3265,P481,Books,154.26,1,Cash,Los Angeles
NEW0159,2025-02-12T03:56:24.080712,C2179,P922,Electronics,243.67,1,Credit Card,Los Angeles
NEW0160,2025-02-12T03:57:22.080712,C2265,P245,Electronics,124.76,4,Credit Card,Houston
NEW0161,2025-02-12T04:00:12.080712,C1219,P725,Books,385.01,4,Cash,New York
NEW0162,2025-02-12T03:57:27.080712,C2496,P581,Clothing,144.87,1,Debit Card,San Francisco
NEW0163,2025-02-12T04:00:14.080712,C6056,P290,Electronics,447.33,4,Gift Card,Phoenix
NEW0164,2025-02-12T03:57:32.080712,C3940,P279,Home & Kitchen,259.42,1,Mobile Payment,San Francisco
NEW0165,2025-02-12T03:57:02.080712,C9906,P478,Electronics,79.08,4,Debit Card,Chicago
NEW0166,2025-02-12T03:58:25.080712,C4137,P235,Books,453.99,2,Gift Card,Chicago
NEW0167,2025-02-12T03:58:25.080712,C3620,P115,Books,151.2,5,Cash,San Francisco
NEW0168,2025-02-12T03:58:20.080712,C6450,P179,Toys,12.32,4,Debit Card,Los Angeles
NEW0169,2025-02-12T03:58:41.080712,C5574,P303,Toys,118.75,2,Credit Card,Los Angeles
NEW0170,2025-02-12T03:59:35.080712,C3607,P713,Clothing,478.03,1,Credit Card,San Francisco
NEW0171,2025-02-12T03:55:52.080712,C1789,P864,Clothing,113.88,3,Cash,Los Angeles
NEW0172,2025-02-12T03:55:33.080712,C2016,P344,Books,10.02,5,Credit Card,Chicago
NEW0173,2025-02-12T03:57:19.080712,C7781,P475,Electronics,326.57,3,Gift Card,Chicago
NEW0174,2025-02-12T03:59:59.080712,C8313,P456,Books,19.99,1,Credit Card,Houston
NEW0175,2025-02-12T03:58:20.080712,C1413,P297,Books,105.54,5,Mobile Payment,Houston
NEW0176,2025-02-12T03:58:47.080712,C6546,P952,Books,416.0,4,Debit Card,New York
NEW0177,2025-02-12T03:58:54.080712,C9045,P414,Toys,352.12,4,Debit Card,Los Angeles
NEW0178,2025-02-12T03:57:55.080712,C4164,P809,Clothing,11.8,4,Gift Card,Los Angeles
NEW0179,2025-02-12T03:59:07.080712,C3052,P532,Books,436.94,1,Debit Card,Houston
NEW0180,2025-02-12T03:57:50.080712,C9011,P150,Clothing,291.26,4,Cash,New York
NEW0181,2025-02-12T04:00:10.080712,C7381,P493,Electronics,200.0,1,Debit Card,Phoenix
NEW0182,2025-02-12T03:59:12.080712,C8901,P247,Clothing,184.18,1,Credit Card,Houston
NEW0183,2025-02-12T03:57:38.080712,C7871,P456,Sports,348.04,3,Mobile Payment,Phoenix
NEW0184,2025-02-12T03:56:39.080712,C6265,P813,Home & Kitchen,43.93,3,Mobile Payment,San Francisco
NEW0185,2025-02-12T03:56:23.080712,C5709,P486,Home & Kitchen,412.99,2,Mobile Payment,New York
NEW0186,2025-02-12T03:57:57.080712,C8531,P639,Home & Kitchen,251.51,2,Gift Card,Los Angeles
NEW0187,2025-02-12T03:57:31.080712,C4756,P401,Books,8.47,1,Credit Card,Chicago
NEW0188,2025-02-12T04:00:00.080712,C9026,P592,Electronics,198.45,5,Mobile Payment,New York
NEW0189,2025-02-12T03:55:25.080712,C9680,P980,Toys,302.06,5,Gift Card,New York
NEW0190,2025-02-12T03:58:06.080712,C5352,P787,Electronics,398.89,2,Mobile Payment,Los Angeles
NEW0191,2025-02-12T03:56:58.080712,C8293,P173,Books,119.52,3,Mobile Payment,Los Angeles
NEW0192,2025-02-12T03:58:41.080712,C7957,P201,Electronics,347.22,1,Cash,New York
NEW0193,2025-02-12T03:59:05.080712,C5883,P647,Toys,462.45,1,Debit Card,Chicago
NEW0194,2025-02-12T03:57:53.080712,C3823,P480,Toys,496.78,3,Debit Card,Phoenix
NEW0195,2025-02-12T03:57:25.080712,C7585,P869,Home & Kitchen,325.61,1,Credit Card,Phoenix
NEW0196,2025-02-12T03:56:33.080712,C7846,P907,Clothing,209.23,5,Debit Card,Los Angeles
NEW0197,2025-02-12T04:00:21.080712,C2145,P786,Clothing,359.47,3,Gift Card,Phoenix
NEW0198,2025-02-12T03:58:17.080712,C4695,P647,Electronics,39.39,3,Gift Card,Los Angeles
NEW0199,2025-02-12T03:59:12.080712,C1216,P316,Clothing,485.78,3,Cash,New York
