transaction_id,transaction_timestamp,customer_id,product_id,product_name,product_category,transaction_price,list_price,quantity,total_amount,payment_method,store_location,source_file,ingestion_timestamp,processed_timestamp
ADD0008,2025-02-12T04:03:52.080-05:00,C3745,P935,RC Car,Toys,223.22999572753906,171.9,2,446.46,Credit Card,Chicago,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0009,2025-02-12T04:03:56.080-05:00,C5143,P718,T-Shirt,Clothing,226.69000244140625,71.72,3,680.07,Credit Card,New York,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0010,2025-02-12T04:03:13.080-05:00,C6290,P583,Cutlery Set,Home & Kitchen,236.2899932861328,45.09,2,472.58,Credit Card,Chicago,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0011,2025-02-12T04:04:58.080-05:00,C7711,P569,Wireless Headphones,Electronics,101.05000305175781,416.67,1,101.05,Debit Card,Los Angeles,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0011,2025-02-12T04:04:58.080-05:00,C7711,P569,Yoga Mat,Sports,101.05000305175781,58.54,1,101.05,Debit Card,Los Angeles,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0012,2025-02-12T04:01:20.080-05:00,C4410,P881,Jacket,Clothing,300.82000732421875,212.39,1,300.82,Debit Card,Chicago,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0013,2025-02-12T04:02:27.080-05:00,C9885,P352,Cycling Helmet,Sports,259.94000244140625,395.0,1,259.94,Gift Card,New York,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0013,2025-02-12T04:02:27.080-05:00,C9885,P352,Coffee Maker,Home & Kitchen,259.94000244140625,154.5,1,259.94,Gift Card,New York,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0014,2025-02-12T04:02:17.080-05:00,C9077,P385,Cutlery Set,Home & Kitchen,449.3699951171875,354.6,4,1797.48,Credit Card,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0015,2025-02-12T04:01:08.080-05:00,C5469,P640,Running Shoes,Clothing,250.75999450683594,302.14,1,250.76,Gift Card,New York,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0016,2025-02-12T04:04:16.080-05:00,C3732,P164,Non-Stick Pan,Home & Kitchen,451.760009765625,150.6,2,903.52,Mobile Payment,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0017,2025-02-12T04:04:28.080-05:00,C9302,P754,Hoodie,Clothing,122.44000244140625,469.66,1,122.44,Debit Card,Los Angeles,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0018,2025-02-12T04:01:01.080-05:00,C2246,P319,Non-Stick Pan,Home & Kitchen,71.80000305175781,16.83,5,359.0,Debit Card,New York,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0018,2025-02-12T04:01:01.080-05:00,C2246,P319,Lego Set,Toys,71.80000305175781,104.28,5,359.0,Debit Card,New York,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0019,2025-02-12T04:03:02.080-05:00,C8391,P546,Board Game,Toys,316.6600036621094,405.75,2,633.32,Cash,Chicago,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0020,2025-02-12T04:02:46.080-05:00,C2570,P839,Cookbook,Books,331.010009765625,64.87,1,331.01,Credit Card,Chicago,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0021,2025-02-12T04:03:55.080-05:00,C1883,P399,RC Car,Toys,355.6499938964844,413.44,3,1066.95,Cash,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0021,2025-02-12T04:03:55.080-05:00,C1883,P399,Vacuum Cleaner,Home & Kitchen,355.6499938964844,328.87,3,1066.95,Cash,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0022,2025-02-12T04:04:01.080-05:00,C3268,P836,Jacket,Clothing,455.54998779296875,139.84,4,1822.2,Mobile Payment,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0022,2025-02-12T04:04:01.080-05:00,C3268,P836,Dumbbells,Sports,455.54998779296875,474.74,4,1822.2,Mobile Payment,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0023,2025-02-12T04:01:11.080-05:00,C3937,P366,Running Shoes,Clothing,248.1300048828125,471.72,4,992.52,Debit Card,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0024,2025-02-12T04:02:17.080-05:00,C2330,P850,Dollhouse,Toys,180.02000427246094,222.33,2,360.04,Gift Card,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0024,2025-02-12T04:02:17.080-05:00,C2330,P850,Science Fiction Novel,Books,180.02000427246094,56.3,2,360.04,Gift Card,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0025,2025-02-12T04:02:17.080-05:00,C9197,P726,Vacuum Cleaner,Home & Kitchen,373.8299865722656,432.57,2,747.66,Debit Card,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0026,2025-02-12T04:03:04.080-05:00,C2693,P776,Lego Set,Toys,132.58999633789062,255.26,1,132.59,Gift Card,Los Angeles,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0026,2025-02-12T04:03:04.080-05:00,C2693,P776,Cutlery Set,Home & Kitchen,132.58999633789062,82.7,1,132.59,Gift Card,Los Angeles,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0027,2025-02-12T04:00:26.080-05:00,C1317,P182,Yoga Mat,Sports,74.02999877929688,497.04,4,296.12,Gift Card,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0028,2025-02-12T04:01:20.080-05:00,C3907,P414,Mystery Thriller,Books,383.45001220703125,28.59,5,1917.25,Cash,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0028,2025-02-12T04:01:20.080-05:00,C3907,P414,Action Figure,Toys,383.45001220703125,27.26,5,1917.25,Cash,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0029,2025-02-12T04:01:24.080-05:00,C2602,P275,Jacket,Clothing,318.5,342.09,4,1274.0,Mobile Payment,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0030,2025-02-12T04:03:11.080-05:00,C9817,P297,Jacket,Clothing,298.05999755859375,456.11,2,596.12,Cash,Chicago,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0030,2025-02-12T04:03:11.080-05:00,C9817,P297,Mystery Thriller,Books,298.05999755859375,298.53,2,596.12,Cash,Chicago,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0031,2025-02-12T04:03:08.080-05:00,C9070,P827,Blender,Home & Kitchen,8.930000305175781,79.19,4,35.72,Cash,New York,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0032,2025-02-12T04:01:00.080-05:00,C3153,P138,RC Car,Toys,427.67999267578125,284.94,5,2138.4,Debit Card,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0033,2025-02-12T04:02:49.080-05:00,C9235,P601,T-Shirt,Clothing,389.19000244140625,270.82,2,778.38,Cash,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0034,2025-02-12T04:03:13.080-05:00,C8571,P817,Business Book,Books,335.54998779296875,329.75,1,335.55,Gift Card,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0034,2025-02-12T04:03:13.080-05:00,C8571,P817,Dumbbells,Sports,335.54998779296875,414.67,1,335.55,Gift Card,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0035,2025-02-12T04:03:40.080-05:00,C5336,P499,Lego Set,Toys,383.0400085449219,230.15,1,383.04,Gift Card,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0035,2025-02-12T04:03:40.080-05:00,C5336,P499,Dumbbells,Sports,383.0400085449219,389.88,1,383.04,Gift Card,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0036,2025-02-12T04:02:49.080-05:00,C9631,P159,Jeans,Clothing,390.3599853515625,279.95,4,1561.44,Debit Card,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0036,2025-02-12T04:02:49.080-05:00,C9631,P159,Action Figure,Toys,390.3599853515625,411.0,4,1561.44,Debit Card,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0037,2025-02-12T04:05:19.080-05:00,C2893,P770,Basketball,Sports,114.93000030517578,247.25,2,229.86,Debit Card,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0038,2025-02-12T04:04:06.080-05:00,C4528,P493,Coffee Maker,Home & Kitchen,66.36000061035156,106.03,5,331.8,Debit Card,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0038,2025-02-12T04:04:06.080-05:00,C4528,P493,Smartwatch,Electronics,66.36000061035156,185.78,5,331.8,Debit Card,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0039,2025-02-12T04:00:49.080-05:00,C8038,P652,Basketball,Sports,13.960000038146973,78.01,5,69.8,Debit Card,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0039,2025-02-12T04:00:49.080-05:00,C8038,P652,Mystery Thriller,Books,13.960000038146973,258.81,5,69.8,Debit Card,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0040,2025-02-12T04:01:09.080-05:00,C6326,P594,Wireless Headphones,Electronics,436.4200134277344,476.66,1,436.42,Gift Card,Chicago,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0040,2025-02-12T04:01:09.080-05:00,C6326,P594,Yoga Mat,Sports,436.4200134277344,376.59,1,436.42,Gift Card,Chicago,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0041,2025-02-12T04:02:45.080-05:00,C6797,P911,Wireless Headphones,Electronics,441.7300109863281,459.49,3,1325.19,Cash,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0042,2025-02-12T04:03:11.080-05:00,C2148,P474,Mystery Thriller,Books,432.7900085449219,46.7,4,1731.16,Credit Card,Phoenix,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0043,2025-02-12T04:04:28.080-05:00,C8206,P904,Hoodie,Clothing,342.4599914550781,122.35,2,684.92,Credit Card,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0044,2025-02-12T04:04:52.080-05:00,C1764,P423,Board Game,Toys,403.1600036621094,100.04,1,403.16,Cash,New York,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0044,2025-02-12T04:04:52.080-05:00,C1764,P423,Non-Stick Pan,Home & Kitchen,403.1600036621094,416.07,1,403.16,Cash,New York,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0045,2025-02-12T04:04:25.080-05:00,C9728,P430,Vacuum Cleaner,Home & Kitchen,235.3699951171875,452.55,1,235.37,Debit Card,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0046,2025-02-12T04:04:36.080-05:00,C2637,P440,Gaming Mouse,Electronics,32.02000045776367,208.23,3,96.06,Debit Card,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0047,2025-02-12T04:00:55.080-05:00,C3843,P395,Action Figure,Toys,372.3699951171875,43.23,4,1489.48,Mobile Payment,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0048,2025-02-12T04:03:11.080-05:00,C6116,P566,Non-Stick Pan,Home & Kitchen,267.4200134277344,352.55,1,267.42,Mobile Payment,New York,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0048,2025-02-12T04:03:11.080-05:00,C6116,P566,Wireless Headphones,Electronics,267.4200134277344,180.08,1,267.42,Mobile Payment,New York,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0049,2025-02-12T04:05:08.080-05:00,C5980,P409,Gaming Mouse,Electronics,326.260009765625,481.89,4,1305.04,Gift Card,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0050,2025-02-12T04:03:53.080-05:00,C8350,P468,Coffee Maker,Home & Kitchen,419.75,312.29,3,1259.25,Mobile Payment,Chicago,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0051,2025-02-12T04:03:26.080-05:00,C6426,P222,Tennis Racket,Sports,176.6999969482422,395.24,4,706.8,Mobile Payment,Houston,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0052,2025-02-12T04:02:44.080-05:00,C9090,P261,Yoga Mat,Sports,26.989999771118164,37.58,3,80.97,Gift Card,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0053,2025-02-12T04:00:42.080-05:00,C6078,P120,Cutlery Set,Home & Kitchen,450.1499938964844,196.74,5,2250.75,Cash,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0053,2025-02-12T04:00:42.080-05:00,C6078,P120,Jeans,Clothing,450.1499938964844,361.66,5,2250.75,Cash,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0054,2025-02-12T04:01:37.080-05:00,C6073,P515,Dumbbells,Sports,123.91000366210938,461.89,5,619.55,Mobile Payment,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0054,2025-02-12T04:01:37.080-05:00,C6073,P515,Science Fiction Novel,Books,123.91000366210938,60.35,5,619.55,Mobile Payment,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0054,2025-02-12T04:01:37.080-05:00,C6073,P515,Cutlery Set,Home & Kitchen,123.91000366210938,26.8,5,619.55,Mobile Payment,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
ADD0055,2025-02-12T04:00:35.080-05:00,C3375,P653,History Book,Books,449.25,129.92,5,2246.25,Credit Card,San Francisco,file:///home/ubuntu/dataengineer-transformations-python/finchmart_sales_etl/data/raw/Mock_Sales_Data_-_Another_5_Minutes.csv,2025-11-03T19:58:18.686-05:00,2025-11-03T19:58:23.501-05:00
